date,return,stock
2014-08-21,1.0E-4,aapl
2014-08-22,0.00733,aapl
2014-08-25,0.002169,aapl
2014-08-26,-0.006422,aapl
2014-08-27,0.012215,aapl
2014-08-28,0.001175,aapl
2014-08-29,0.002442,aapl
2014-09-02,0.007775,aapl
2014-09-03,-0.043124,aapl
2014-09-04,-0.008322,aapl
2014-09-05,0.008626,aapl
2014-09-08,-0.006183,aapl
2014-09-09,-0.003769,aapl
2014-09-10,0.030255,aapl
2014-09-11,0.004248,aapl
2014-09-12,0.002265,aapl
2014-09-15,-2.95E-4,aapl
2014-09-16,-0.007605,aapl
2014-09-17,0.007113,aapl
2014-09-18,0.002066,aapl
2014-09-19,-0.008188,aapl
2014-09-22,9.9E-4,aapl
2014-09-23,0.015513,aapl
2014-09-24,-0.008709,aapl
2014-09-25,-0.038879,aapl
2014-09-26,0.029002,aapl
2014-09-29,-0.006373,aapl
2014-09-30,0.006373,aapl
2014-10-01,-0.015706,aapl
2014-10-02,0.007233,aapl
2014-10-03,-0.002807,aapl
2014-10-06,0.0,aapl
2014-10-07,-0.008772,aapl
2014-10-08,0.020547,aapl
2014-10-09,0.00218,aapl
2014-10-10,-0.002875,aapl
2014-10-13,-0.009176,aapl
2014-10-14,-0.010677,aapl
2014-10-15,-0.012329,aapl
2014-10-16,-0.01321,aapl
2014-10-17,0.014541,aapl
2014-10-20,0.021173,aapl
2014-10-21,0.026802,aapl
2014-10-22,0.005062,aapl
2014-10-23,0.017709,aapl
2014-10-24,0.003713,aapl
2014-10-27,-0.001046,aapl
2014-10-28,0.015388,aapl
2014-10-29,0.005605,aapl
2014-10-30,-0.003359,aapl
2014-10-31,0.009489,aapl
2014-11-03,0.01288,aapl
2014-11-04,-0.00734,aapl
2014-11-05,0.002392,aapl
2014-11-06,0.002856,aapl
2014-11-07,0.002848,aapl
2014-11-10,-0.001653,aapl
2014-11-11,0.007962,aapl
2014-11-12,0.014031,aapl
2014-11-13,0.014014,aapl
2014-11-14,0.011982,aapl
2014-11-17,-0.001665,aapl
2014-11-18,0.0129,aapl
2014-11-19,-0.006952,aapl
2014-11-20,0.0142,aapl
2014-11-21,0.001375,aapl
2014-11-24,0.018376,aapl
2014-11-25,-0.00872,aapl
2014-11-26,0.011834,aapl
2014-11-28,-5.88E-4,aapl
2014-12-01,-0.032995,aapl
2014-12-02,-0.003831,aapl
2014-12-03,0.011277,aapl
2014-12-04,-0.003803,aapl
2014-12-05,-0.004252,aapl
2014-12-08,-0.022868,aapl
2014-12-09,0.015187,aapl
2014-12-10,-0.019198,aapl
2014-12-11,-0.002952,aapl
2014-12-12,-0.017077,aapl
2014-12-15,-0.013764,aapl
2014-12-16,-0.013769,aapl
2014-12-17,0.024612,aapl
2014-12-18,0.029183,aapl
2014-12-19,-0.007753,aapl
2014-12-22,0.010324,aapl
2014-12-23,-0.003548,aapl
2014-12-24,-0.00472,aapl
2014-12-26,0.017523,aapl
2014-12-29,-7.02E-4,aapl
2014-12-30,-0.012278,aapl
2014-12-31,-0.019202,aapl
2015-01-02,-0.009558,aapl
2015-01-05,-0.028576,aapl
2015-01-06,9.4E-5,aapl
2015-01-07,0.013925,aapl
2015-01-08,0.037703,aapl
2015-01-09,0.001072,aapl
2015-01-12,-0.024949,aapl
2015-01-13,0.008839,aapl
2015-01-14,-0.003818,aapl
2015-01-15,-0.027515,aapl
2015-01-16,-0.007801,aapl
2015-01-20,0.025431,aapl
2015-01-21,0.007605,aapl
2015-01-22,0.025683,aapl
2015-01-23,0.005147,aapl
2015-01-26,0.001062,aapl
2015-01-27,-0.035641,aapl
2015-01-28,0.054993,aapl
2015-01-29,0.030659,aapl
2015-01-30,-0.014742,aapl
2015-02-02,0.012469,aapl
2015-02-03,1.69E-4,aapl
2015-02-04,0.00764,aapl
2015-02-05,0.007112,aapl
2015-02-06,-0.008457,aapl
2015-02-09,0.006621,aapl
2015-02-10,0.019029,aapl
2015-02-11,0.023169,aapl
2015-02-12,0.012573,aapl
2015-02-13,0.004891,aapl
2015-02-17,0.005884,aapl
2015-02-18,0.006938,aapl
2015-02-19,-0.0021,aapl
2015-02-20,0.008142,aapl
2015-02-23,0.026668,aapl
2015-02-24,-0.00626,aapl
2015-02-25,-0.025906,aapl
2015-02-26,0.012577,aapl
2015-02-27,-0.015142,aapl
2015-03-02,0.004892,aapl
2015-03-03,0.002089,aapl
2015-03-04,-0.006359,aapl
2015-03-05,-0.01671,aapl
2015-03-06,0.001502,aapl
2015-03-09,0.004256,aapl
2015-03-10,-0.020903,aapl
2015-03-11,-0.018399,aapl
2015-03-12,0.017918,aapl
2015-03-13,-0.006934,aapl
2015-03-16,0.010944,aapl
2015-03-17,0.016588,aapl
2015-03-18,0.011194,aapl
2015-03-19,-0.007579,aapl
2015-03-20,-0.012629,aapl
2015-03-23,0.010351,aapl
2015-03-24,-0.004096,aapl
2015-03-25,-0.026474,aapl
2015-03-26,0.006946,aapl
2015-03-27,-0.008001,aapl
2015-03-30,0.025,aapl
2015-03-31,-0.015471,aapl
2015-04-01,-0.001448,aapl
2015-04-02,0.008575,aapl
2015-04-06,0.016069,aapl
2015-04-07,-0.010578,aapl
2015-04-08,-0.003259,aapl
2015-04-09,0.007615,aapl
2015-04-10,0.004258,aapl
2015-04-13,-0.001969,aapl
2015-04-14,-0.004345,aapl
2015-04-15,0.003793,aapl
2015-04-16,-0.004823,aapl
2015-04-17,-0.011318,aapl
2015-04-20,0.022588,aapl
2015-04-21,-0.005422,aapl
2015-04-22,0.013384,aapl
2015-04-23,0.00813,aapl
2015-04-24,0.004693,aapl
2015-04-27,0.018028,aapl
2015-04-28,-0.015881,aapl
2015-04-29,-0.014815,aapl
2015-04-30,-0.027505,aapl
2015-05-01,0.029912,aapl
2015-05-04,-0.00194,aapl
2015-05-05,-0.022791,aapl
2015-05-06,-0.0063,aapl
2015-05-07,0.006166,aapl
2015-05-08,0.018665,aapl
2015-05-11,-0.010238,aapl
2015-05-12,-0.003569,aapl
2015-05-13,0.001112,aapl
2015-05-14,0.023063,aapl
2015-05-15,-0.001396,aapl
2015-05-18,0.010967,aapl
2015-05-19,-9.22E-4,aapl
2015-05-20,-7.7E-5,aapl
2015-05-21,0.010174,aapl
2015-05-22,0.008714,aapl
2015-05-26,-0.022277,aapl
2015-05-27,0.018498,aapl
2015-05-28,-0.001971,aapl
2015-05-29,-0.011448,aapl
2015-06-01,0.001993,aapl
2015-06-02,-0.004453,aapl
2015-06-03,0.00123,aapl
2015-06-04,-0.005858,aapl
2015-06-05,-0.005503,aapl
2015-06-08,-0.006629,aapl
2015-06-09,-0.002978,aapl
2015-06-10,0.011393,aapl
2015-06-11,-0.002253,aapl
2015-06-12,-0.011104,aapl
2015-06-15,-0.001968,aapl
2015-06-16,0.005343,aapl
2015-06-17,-0.002354,aapl
2015-06-18,0.004546,aapl
2015-06-19,-0.01006,aapl
2015-06-22,0.007946,aapl
2015-06-23,-0.004555,aapl
2015-06-24,0.008466,aapl
2015-06-25,-0.004773,aapl
2015-06-26,-0.0059,aapl
2015-06-29,-0.017669,aapl
2015-06-30,0.007201,aapl
2015-07-01,0.009284,aapl
2015-07-02,-0.001264,aapl
2015-07-06,-0.003486,aapl
2015-07-07,-0.002463,aapl
2015-07-08,-0.025136,aapl
2015-07-09,-0.020607,aapl
2015-07-10,0.026383,aapl
2015-07-13,0.019122,aapl
2015-07-14,-3.98E-4,aapl
2015-07-15,0.009587,aapl
2015-07-16,0.013238,aapl
2015-07-17,0.0086,aapl
2015-07-20,0.018725,aapl
2015-07-21,-0.010045,aapl
2015-07-22,-0.043215,aapl
2015-07-23,-4.79E-4,aapl
2015-07-24,-0.005287,aapl
2015-07-27,-0.013993,aapl
2015-07-28,0.004956,aapl
2015-07-29,-0.003166,aapl
2015-07-30,-0.005054,aapl
2015-07-31,-0.008782,aapl
2015-08-03,-0.02386,aapl
2015-08-04,-0.03261,aapl
2015-08-05,0.006608,aapl
2015-08-06,0.002174,aapl
2015-08-07,0.003382,aapl
2015-08-10,0.035712,aapl
2015-08-11,-0.053441,aapl
2015-08-12,0.015302,aapl
2015-08-13,-7.81E-4,aapl
2015-08-14,0.00701,aapl
2015-08-17,0.010295,aapl
2015-08-18,-0.005649,aapl
2015-08-19,-0.012872,aapl
2015-08-20,-0.020734,aapl
2015-08-21,-0.063113,aapl
2015-08-24,-0.025279,aapl
2015-08-25,0.005994,aapl
2015-08-26,0.055771,aapl
2015-08-27,0.029021,aapl
2015-08-28,0.003271,aapl
2015-08-31,-0.004689,aapl
2015-09-01,-0.045727,aapl
2015-09-02,0.041995,aapl
2015-09-03,-0.017691,aapl
2015-09-04,-0.010017,aapl
2015-09-08,0.027441,aapl
2015-09-09,-0.01942,aapl
2015-09-10,0.021732,aapl
2015-09-11,0.014464,aapl
2015-09-14,0.009585,aapl
2015-09-15,0.008377,aapl
2015-09-16,0.001117,aapl
2015-09-17,-0.021622,aapl
2015-09-18,-0.004135,aapl
2015-09-21,0.015394,aapl
2015-09-22,-0.015835,aapl
2015-09-23,0.00808,aapl
2015-09-24,0.00593,aapl
2015-09-25,-0.002525,aapl
2015-09-28,-0.019988,aapl
2015-09-29,-0.030521,aapl
2015-09-30,0.011306,aapl
2015-10-01,-0.006549,aapl
2015-10-02,0.007274,aapl
2015-10-05,0.003618,aapl
2015-10-06,0.004772,aapl
2015-10-07,-0.004772,aapl
2015-10-08,-0.011622,aapl
2015-10-09,0.023645,aapl
2015-10-12,-0.004649,aapl
2015-10-13,0.001701,aapl
2015-10-14,-0.014234,aapl
2015-10-15,0.01486,aapl
2015-10-16,-0.007357,aapl
2015-10-19,0.006195,aapl
2015-10-20,0.018093,aapl
2015-10-21,-8.8E-5,aapl
2015-10-22,0.01518,aapl
2015-10-23,0.030525,aapl
2015-10-26,-0.032432,aapl
2015-10-27,-0.006353,aapl
2015-10-28,0.040378,aapl
2015-10-29,0.010509,aapl
2015-10-30,-0.008583,aapl
2015-11-02,0.013961,aapl
2015-11-03,0.011405,aapl
2015-11-04,-0.004661,aapl
2015-11-05,-0.004621,aapl
2015-11-06,0.001157,aapl
2015-11-09,-0.004056,aapl
2015-11-10,-0.032024,aapl
2015-11-11,-0.005668,aapl
2015-11-12,-0.003364,aapl
2015-11-13,-0.029644,aapl
2015-11-16,0.016246,aapl
2015-11-17,-0.004301,aapl
2015-11-18,0.031174,aapl
2015-11-19,0.012623,aapl
2015-11-20,0.004369,aapl
2015-11-23,-0.013077,aapl
2015-11-24,0.009551,aapl
2015-11-25,-0.007176,aapl
2015-11-27,-0.001866,aapl
2015-11-30,0.004151,aapl
2015-12-01,-0.008148,aapl
2015-12-02,-0.009075,aapl
2015-12-03,-0.009331,aapl
2015-12-04,0.032706,aapl
2015-12-07,-0.006321,aapl
2015-12-08,-4.23E-4,aapl
2015-12-09,-0.022323,aapl
2015-12-10,0.004746,aapl
2015-12-11,-0.026075,aapl
2015-12-14,-0.006204,aapl
2015-12-15,-0.01785,aapl
2015-12-16,0.007663,aapl
2015-12-17,-0.021424,aapl
2015-12-18,-0.027442,aapl
2015-12-21,0.012186,aapl
2015-12-22,-9.32E-4,aapl
2015-12-23,0.012787,aapl
2015-12-24,-0.005354,aapl
2015-12-28,-0.011264,aapl
2015-12-29,0.017814,aapl
2015-12-30,-0.013145,aapl
2015-12-31,-0.019382,aapl
2016-01-04,8.54E-4,aapl
2016-01-05,-0.025378,aapl
2016-01-06,-0.019764,aapl
2016-01-07,-0.043121,aapl
2016-01-08,0.005274,aapl
2016-01-11,0.016063,aapl
2016-01-12,0.014409,aapl
2016-01-13,-0.026047,aapl
2016-01-14,0.021636,aapl
2016-01-15,-0.024309,aapl
2016-01-19,-0.00485,aapl
2016-01-20,0.001344,aapl
2016-01-21,-0.005075,aapl
2016-01-22,0.051802,aapl
2016-01-25,-0.019716,aapl
2016-01-26,0.005516,aapl
2016-01-27,-0.067965,aapl
2016-01-28,0.007146,aapl
2016-01-29,0.033958,aapl
2016-02-01,-0.009392,aapl
2016-02-02,-0.020429,aapl
2016-02-03,0.019599,aapl
2016-02-04,0.008003,aapl
2016-02-05,-0.027071,aapl
2016-02-08,0.010475,aapl
2016-02-09,-2.11E-4,aapl
2016-02-10,-0.007608,aapl
2016-02-11,-0.006064,aapl
2016-02-12,0.00309,aapl
2016-02-16,0.027805,aapl
2016-02-17,0.015198,aapl
2016-02-18,-0.019138,aapl
2016-02-19,-0.002288,aapl
2016-02-22,0.008709,aapl
2016-02-23,-0.022865,aapl
2016-02-24,0.014781,aapl
2016-02-25,0.006845,aapl
2016-02-26,0.001549,aapl
2016-02-29,-0.002273,aapl
2016-03-01,0.038946,aapl
2016-03-02,0.002186,aapl
2016-03-03,0.007417,aapl
2016-03-04,0.014767,aapl
2016-03-07,-0.011128,aapl
2016-03-08,-0.00828,aapl
2016-03-09,8.9E-4,aapl
2016-03-10,4.94E-4,aapl
2016-03-11,0.010717,aapl
2016-03-14,0.00254,aapl
2016-03-15,0.019894,aapl
2016-03-16,0.013204,aapl
2016-03-17,-0.001606,aapl
2016-03-18,0.001133,aapl
2016-03-21,-9.4E-5,aapl
2016-03-22,0.007619,aapl
2016-03-23,-0.005544,aapl
2016-03-24,-0.004344,aapl
2016-03-28,-0.004553,aapl
2016-03-29,0.023396,aapl
2016-03-30,0.017308,aapl
2016-03-31,-0.005216,aapl
2016-04-01,0.009134,aapl
2016-04-04,0.010221,aapl
2016-04-05,-0.011859,aapl
2016-04-06,0.010418,aapl
2016-04-07,-0.022051,aapl
2016-04-08,0.001105,aapl
2016-04-11,0.003308,aapl
2016-04-12,0.012941,aapl
2016-04-13,0.014384,aapl
2016-04-14,5.35E-4,aapl
2016-04-15,-0.020276,aapl
2016-04-18,-0.021811,aapl
2016-04-19,-0.005317,aapl
2016-04-20,0.002056,aapl
2016-04-21,-0.010887,aapl
2016-04-22,-0.00274,aapl
2016-04-25,-0.005694,aapl
2016-04-26,-0.006972,aapl
2016-04-27,-0.064621,aapl
2016-04-28,-0.031043,aapl
2016-04-29,-0.011561,aapl
2016-05-02,-0.001067,aapl
2016-05-03,0.016312,aapl
2016-05-04,-0.010456,aapl
2016-05-05,-0.004067,aapl
2016-05-06,-0.005592,aapl
2016-05-09,7.54E-4,aapl
2016-05-10,0.006767,aapl
2016-05-11,-0.009789,aapl
2016-05-12,-0.023736,aapl
2016-05-13,0.00199,aapl
2016-05-16,0.036447,aapl
2016-05-17,-0.004163,aapl
2016-05-18,0.01138,aapl
2016-05-19,-0.003814,aapl
2016-05-20,0.01077,aapl
2016-05-23,0.012628,aapl
2016-05-24,0.015129,aapl
2016-05-25,0.017417,aapl
2016-05-26,0.007899,aapl
2016-05-27,-5.97E-4,aapl
2016-05-31,-0.004895,aapl
2016-06-01,-0.014119,aapl
2016-06-02,-0.007544,aapl
2016-06-03,0.002045,aapl
2016-06-06,0.007224,aapl
2016-06-07,0.004047,aapl
2016-06-08,-9.09E-4,aapl
2016-06-09,0.00715,aapl
2016-06-10,-0.008263,aapl
2016-06-13,-0.015191,aapl
2016-06-14,0.001232,aapl
2016-06-15,-0.003289,aapl
2016-06-16,0.004212,aapl
2016-06-17,-0.02302,aapl
2016-06-20,-0.002416,aapl
2016-06-21,0.008481,aapl
2016-06-22,-0.00376,aapl
2016-06-23,0.005739,aapl
2016-06-24,-0.028498,aapl
2016-06-27,-0.014668,aapl
2016-06-28,0.0167,aapl
2016-06-29,0.008618,aapl
2016-06-30,0.012632,aapl
2016-07-01,0.003029,aapl
2016-07-05,-0.00943,aapl
2016-07-06,0.005669,aapl
2016-07-07,0.004283,aapl
2016-07-08,0.007684,aapl
2016-07-11,0.003098,aapl
2016-07-12,0.004527,aapl
2016-07-13,-0.005661,aapl
2016-07-14,0.019626,aapl
2016-07-15,-1.01E-4,aapl
2016-07-18,0.010574,aapl
2016-07-19,4.01E-4,aapl
2016-07-20,9.01E-4,aapl
2016-07-21,-0.005316,aapl
2016-07-22,-0.007774,aapl
2016-07-25,-0.01347,aapl
2016-07-26,-0.006907,aapl
2016-07-27,0.06294,aapl
2016-07-28,0.013411,aapl
2016-07-29,-0.001246,aapl
2016-08-01,0.017503,aapl
2016-08-02,-0.014915,aapl
2016-08-03,0.01246,aapl
2016-08-04,0.006159,aapl
2016-08-05,0.015093,aapl
2016-08-08,0.008246,aapl
2016-08-09,0.004052,aapl
2016-08-10,-0.007472,aapl
2016-08-11,-6.48E-4,aapl
2016-08-12,0.002314,aapl
2016-08-15,0.011945,aapl
2016-08-16,-9.14E-4,aapl
2016-08-17,-0.001464,aapl
2016-08-18,-0.001283,aapl
2016-08-19,0.002564,aapl
2016-08-22,-0.007803,aapl
2016-08-23,0.003129,aapl
2016-08-24,-0.007562,aapl
2016-08-25,-0.004267,aapl
2016-08-26,-0.005874,aapl
2016-08-29,-0.001123,aapl
2016-08-30,-0.007706,aapl
2016-08-31,9.43E-4,aapl
2016-09-01,0.00592,aapl
2016-09-02,0.009326,aapl
2016-09-06,-2.78E-4,aapl
2016-09-07,0.006109,aapl
2016-09-08,-0.026559,aapl
2016-09-09,-0.02291,aapl
2016-09-12,0.022152,aapl
2016-09-13,0.023526,aapl
2016-09-14,0.034775,aapl
2016-09-15,0.033433,aapl
2016-09-16,-0.005641,aapl
2016-09-19,-0.011729,aapl
2016-09-20,-8.8E-5,aapl
2016-09-21,-1.76E-4,aapl
2016-09-22,0.009379,aapl
2016-09-23,-0.016804,aapl
2016-09-26,0.001507,aapl
2016-09-27,0.001858,aapl
2016-09-28,0.007576,aapl
2016-09-29,-0.015655,aapl
2016-09-30,0.007725,aapl
2016-10-03,-0.004699,aapl
2016-10-04,0.004257,aapl
2016-10-05,4.42E-4,aapl
2016-10-06,0.007403,aapl
2016-10-07,0.001492,aapl
2016-10-10,0.017297,aapl
2016-10-11,0.002152,aapl
2016-10-12,0.008903,aapl
2016-10-13,-0.003073,aapl
2016-10-14,0.005541,aapl
2016-10-17,-6.8E-4,aapl
2016-10-18,-6.81E-4,aapl
2016-10-19,-0.002984,aapl
2016-10-20,-5.12E-4,aapl
2016-10-21,-0.003937,aapl
2016-10-24,0.008965,aapl
2016-10-25,0.005086,aapl
2016-10-26,-0.022752,aapl
2016-10-27,-0.009649,aapl
2016-10-28,-0.006661,aapl
2016-10-31,-0.001584,aapl
2016-11-01,-0.01822,aapl
2016-11-02,8.96E-4,aapl
2016-11-03,-0.010777,aapl
2016-11-04,-0.009055,aapl
2016-11-07,0.014322,aapl
2016-11-08,0.00587,aapl
2016-11-09,-0.001622,aapl
2016-11-10,-0.028264,aapl
2016-11-11,0.00592,aapl
2016-11-14,-0.025405,aapl
2016-11-15,0.013157,aapl
2016-11-16,0.026533,aapl
2016-11-17,-3.64E-4,aapl
2016-11-18,0.001,aapl
2016-11-21,0.01506,aapl
2016-11-22,6.26E-4,aapl
2016-11-23,-0.005111,aapl
2016-11-25,0.005022,aapl
2016-11-28,-0.00197,aapl
2016-11-29,-9.87E-4,aapl
2016-11-30,-0.008469,aapl
2016-12-01,-0.009363,aapl
2016-12-02,0.003738,aapl
2016-12-05,-0.007214,aapl
2016-12-06,0.007669,aapl
2016-12-07,0.009775,aapl
2016-12-08,0.009769,aapl
2016-12-09,0.01619,aapl
2016-12-12,-0.00572,aapl
2016-12-13,0.016544,aapl
2016-12-14,0.0,aapl
2016-12-15,0.005454,aapl
2016-12-16,0.001294,aapl
2016-12-19,0.005761,aapl
2016-12-20,0.002654,aapl
2016-12-21,9.4E-4,aapl
2016-12-22,-0.006599,aapl
2016-12-23,0.001976,aapl
2016-12-27,0.006331,aapl
2016-12-28,-0.004273,aapl
2016-12-29,-2.57E-4,aapl
2016-12-30,-0.007826,aapl
2017-01-03,0.002845,aapl
2017-01-04,-0.00112,aapl
2017-01-05,0.005072,aapl
2017-01-06,0.011086,aapl
2017-01-09,0.009118,aapl
2017-01-10,0.001008,aapl
2017-01-11,0.005359,aapl
2017-01-12,-0.004184,aapl
2017-01-13,-0.001762,aapl
2017-01-17,0.008032,aapl
2017-01-18,-8.3E-5,aapl
2017-01-19,-0.001752,aapl
2017-01-20,0.001835,aapl
2017-01-23,6.67E-4,aapl
2017-01-24,-9.17E-4,aapl
2017-01-25,0.015795,aapl
2017-01-26,4.92E-4,aapl
2017-01-27,8.2E-5,aapl
2017-01-30,-0.002627,aapl
2017-01-31,-0.002305,aapl
2017-02-01,0.059194,aapl
2017-02-02,-0.00171,aapl
2017-02-03,0.00427,aapl
2017-02-06,0.00933,aapl
2017-02-07,0.009473,aapl
2017-02-08,0.00387,aapl
2017-02-09,0.0072,aapl
2017-02-10,-0.002268,aapl
2017-02-13,0.008817,aapl
2017-02-14,0.012896,aapl
2017-02-15,0.003622,aapl
2017-02-16,-0.001181,aapl
2017-02-17,0.00273,aapl
2017-02-21,0.007195,aapl
2017-02-22,0.002994,aapl
2017-02-23,-0.004239,aapl
2017-02-24,9.52E-4,aapl
2017-02-27,0.001974,aapl
2017-02-28,4.38E-4,aapl
2017-03-01,0.020234,aapl
2017-03-02,-0.005955,aapl
2017-03-03,0.005884,aapl
2017-03-06,-0.003153,aapl
2017-03-07,0.001291,aapl
2017-03-08,-0.003735,aapl
2017-03-09,-0.002305,aapl
2017-03-10,0.003311,aapl
2017-03-13,4.32E-4,aapl
2017-03-14,-0.00151,aapl
2017-03-15,0.010521,aapl
2017-03-16,0.001636,aapl
2017-03-17,-0.004988,aapl
2017-03-20,0.010446,aapl
2017-03-21,-0.011518,aapl
2017-03-22,0.011235,aapl
2017-03-23,-0.003541,aapl
2017-03-24,-0.001989,aapl
2017-03-27,0.001705,aapl
2017-03-28,0.020515,aapl
2017-03-29,0.002223,aapl
2017-03-30,-0.001319,aapl
2017-03-31,-0.001877,aapl
2017-04-03,2.78E-4,aapl
2017-04-04,0.007419,aapl
2017-04-05,-0.005194,aapl
2017-04-06,-0.002502,aapl
2017-04-07,-0.00223,aapl
2017-04-10,-0.001187,aapl
2017-04-11,-0.010814,aapl
2017-04-12,0.001199,aapl
2017-04-13,-0.005303,aapl
2017-04-17,0.005514,aapl
2017-04-18,-0.004452,aapl
2017-04-19,-0.003689,aapl
2017-04-20,0.012433,aapl
2017-04-21,-0.001194,aapl
2017-04-24,0.009583,aapl
2017-04-25,0.006177,aapl
2017-04-26,-0.005898,aapl
2017-04-27,7.65E-4,aapl
2017-04-28,-9.74E-4,aapl
2017-05-01,0.020192,aapl
2017-05-02,0.006325,aapl
2017-05-03,-0.003055,aapl
2017-05-04,-0.003611,aapl
2017-05-05,0.016448,aapl
2017-05-08,0.026825,aapl
2017-05-09,0.006385,aapl
2017-05-10,-0.004752,aapl
2017-05-11,0.008611,aapl
2017-05-12,0.013869,aapl
2017-05-15,-0.002566,aapl
2017-05-16,-0.001478,aapl
2017-05-17,-0.034152,aapl
2017-05-18,0.015126,aapl
2017-05-19,0.003403,aapl
2017-05-22,0.006058,aapl
2017-05-23,-0.001235,aapl
2017-05-24,-0.002996,aapl
2017-05-25,0.003451,aapl
2017-05-26,-0.001692,aapl
2017-05-30,3.91E-4,aapl
2017-05-31,-0.005939,aapl
2017-06-01,0.002746,aapl
2017-06-02,0.014711,aapl
2017-06-05,-0.009827,aapl
2017-06-06,0.003373,aapl
2017-06-07,0.005939,aapl
2017-06-08,-0.002448,aapl
2017-06-09,-0.039548,aapl
2017-06-12,-0.024186,aapl
2017-06-13,0.008014,aapl
2017-06-14,-0.009803,aapl
2017-06-15,-0.006011,aapl
2017-06-16,-0.014099,aapl
2017-06-19,0.028206,aapl
2017-06-20,-0.00913,aapl
2017-06-21,0.005913,aapl
2017-06-22,-0.001646,aapl
2017-06-23,0.004453,aapl
2017-06-26,-0.00315,aapl
2017-06-27,-0.014436,aapl
2017-06-28,0.014505,aapl
2017-06-29,-0.014853,aapl
2017-06-30,0.002363,aapl
2017-07-03,-0.003617,aapl
2017-07-05,0.004102,aapl
2017-07-06,-0.009483,aapl
2017-07-07,0.010108,aapl
2017-07-10,0.006086,aapl
2017-07-11,0.003235,aapl
2017-07-12,0.001442,aapl
2017-07-13,0.013832,aapl
2017-07-14,0.008558,aapl
2017-07-17,0.003483,aapl
2017-07-18,0.003471,aapl
2017-07-19,0.006244,aapl
2017-07-20,-0.004513,aapl
2017-07-21,-4.66E-4,aapl
2017-07-24,0.012039,aapl
2017-07-25,0.004265,aapl
2017-07-26,0.004703,aapl
2017-07-27,-0.019078,aapl
2017-07-28,-0.007066,aapl
2017-07-31,-0.005164,aapl
2017-08-01,0.008836,aapl
2017-08-02,0.046169,aapl
2017-08-03,-0.010041,aapl
2017-08-04,0.005257,aapl
2017-08-07,0.015356,aapl
2017-08-08,0.007965,aapl
2017-08-09,0.006103,aapl
2017-08-10,-0.03237,aapl
2017-08-11,0.013811,aapl
2017-08-14,0.014938,aapl
2017-08-15,0.010888,aapl
2017-08-16,-0.00403,aapl
2017-08-17,-0.019385,aapl
2017-08-18,-0.002283,aapl
2017-08-21,-0.001843,aapl
2017-08-22,0.016216,aapl
2017-08-23,0.001251,aapl
2017-08-24,-0.004448,aapl
2017-08-25,0.003697,aapl
2017-08-28,0.010021,aapl
2017-08-29,0.008878,aapl
2017-08-30,0.002697,aapl
2017-08-31,0.003971,aapl
2017-09-01,3.05E-4,aapl
2017-09-05,-0.012081,aapl
2017-09-06,-0.001049,aapl
2017-09-07,-0.004023,aapl
2017-09-08,-0.016443,aapl
2017-09-11,0.017931,aapl
2017-09-12,-0.003971,aapl
2017-09-13,-0.00755,aapl
2017-09-14,-0.008618,aapl
2017-09-15,0.010058,aapl
2017-09-18,-0.007597,aapl
2017-09-19,3.78E-4,aapl
2017-09-20,-0.0169,aapl
2017-09-21,-0.017321,aapl
2017-09-22,-0.009827,aapl
2017-09-25,-0.008861,aapl
2017-09-26,0.017057,aapl
2017-09-27,0.007092,aapl
2017-09-28,-0.006179,aapl
2017-09-29,0.005465,aapl
2017-10-02,-0.002013,aapl
2017-10-03,0.004347,aapl
2017-10-04,-0.006495,aapl
2017-10-05,0.012368,aapl
2017-10-06,-5.8E-4,aapl
2017-10-09,0.003471,aapl
2017-10-10,3.85E-4,aapl
2017-10-11,0.004161,aapl
2017-10-12,-0.00352,aapl
2017-10-13,0.006326,aapl
2017-10-16,0.018241,aapl
2017-10-17,0.003683,aapl
2017-10-18,-0.004434,aapl
2017-10-19,-0.023945,aapl
2017-10-20,0.00173,aapl
2017-10-23,-5.12E-4,aapl
2017-10-24,0.005937,aapl
2017-10-25,-0.004402,aapl
2017-10-26,0.006373,aapl
2017-10-27,0.035203,aapl
2017-10-30,0.022259,aapl
2017-10-31,0.013819,aapl
2017-11-01,-0.0128,aapl
2017-11-02,0.007284,aapl
2017-11-03,0.025779,aapl
2017-11-06,0.010094,aapl
2017-11-07,0.003209,aapl
2017-11-08,0.008147,aapl
2017-11-09,-0.002045,aapl
2017-11-10,-0.003315,aapl
2017-11-13,-0.004016,aapl
2017-11-14,-0.015233,aapl
2017-11-15,-0.013278,aapl
2017-11-16,0.011876,aapl
2017-11-17,-0.005568,aapl
2017-11-20,-9.99E-4,aapl
2017-11-21,0.01842,aapl
2017-11-22,0.010457,aapl
2017-11-24,5.7E-5,aapl
2017-11-27,-0.005042,aapl
2017-11-28,-0.005877,aapl
2017-11-29,-0.020961,aapl
2017-11-30,0.013887,aapl
2017-12-01,-0.004666,aapl
2017-12-04,-0.007334,aapl
2017-12-05,-9.43E-4,aapl
2017-12-06,-0.003721,aapl
2017-12-07,0.001833,aapl
2017-12-08,2.95E-4,aapl
2017-12-11,0.019296,aapl
2017-12-12,-0.005633,aapl
2017-12-13,0.003314,aapl
2017-12-14,-2.9E-4,aapl
2017-12-15,0.01011,aapl
2017-12-18,0.013985,aapl
2017-12-19,-0.010714,aapl
2017-12-20,-0.001089,aapl
